cellarURIs,lang,mtypes,workTypes,subjects,subject_ids
http://publications.europa.eu/resource/cellar/ec941ebb-2f7e-4948-a914-6587f45e18e1,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,private investment,http://eurovoc.europa.eu/1495
http://publications.europa.eu/resource/cellar/4353d9c0-2882-41d4-a945-5392b044807a,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/ef85dc6b-da99-4af7-847f-7e27be190c3c,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,insurance|insured risk,http://eurovoc.europa.eu/3151|http://eurovoc.europa.eu/3728
http://publications.europa.eu/resource/cellar/b6cb906e-9a09-4136-bc3c-bb70c43e67ff,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/86914950-7e8d-4c46-9568-08e9b999c57e,ENG,xhtml,http://publications.europa.eu/ontology/cdm#guideline_ecb,European System of Central Banks|financial statistics,http://eurovoc.europa.eu/4263|http://eurovoc.europa.eu/5883
http://publications.europa.eu/resource/cellar/2b75d785-c985-401d-ba0b-4432c1f3830c,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,farm prices|representative market price,http://eurovoc.europa.eu/2639|http://eurovoc.europa.eu/2689
http://publications.europa.eu/resource/cellar/206e91b0-af5d-44ac-b263-75856fc7338e,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,price fixed in advance,http://eurovoc.europa.eu/2670
http://publications.europa.eu/resource/cellar/97d584d1-759f-48cc-a517-ce5e25c7afc1,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,common price policy|market prices,http://eurovoc.europa.eu/2456|http://eurovoc.europa.eu/2656
http://publications.europa.eu/resource/cellar/8df800b7-bc61-4392-a8ce-8de6768ae703,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation|http://publications.europa.eu/ontology/cdm#regulation_implementing,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/c34c8436-b403-11e3-86f9-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,excise duty,http://eurovoc.europa.eu/1015
http://publications.europa.eu/resource/cellar/13341802-522e-40b4-a8b1-c2962d207b9a,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/01281a98-711b-43bd-bea7-1cecb3526e14,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/bcece75a-cdac-11e6-ad7c-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,credit institution|financial intervention,http://eurovoc.europa.eu/1485|http://eurovoc.europa.eu/3246
http://publications.europa.eu/resource/cellar/1ebdb8f0-5171-483b-bbef-eccdc925c8f1,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,investment,http://eurovoc.europa.eu/1488
http://publications.europa.eu/resource/cellar/1cb6f484-074b-4913-87b3-344ccf020eef,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financing method,http://eurovoc.europa.eu/1952
http://publications.europa.eu/resource/cellar/cfd4356d-a160-468a-ba18-e51bf7290fe8,ENG,html,http://publications.europa.eu/ontology/cdm#decision,interest rate subsidy,http://eurovoc.europa.eu/5023
http://publications.europa.eu/resource/cellar/af66485a-7af8-4399-9411-9aa14fe5c6ff,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,fixing of prices,http://eurovoc.europa.eu/1025
http://publications.europa.eu/resource/cellar/6b617685-9701-4055-a516-12104a53f610,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/c1557831-e59a-4342-859d-af30b7814808,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation|http://publications.europa.eu/ontology/cdm#regulation_implementing,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/533595f3-b704-4e46-b0c5-0889db77a3f1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/76a7a6d3-28a9-4388-8641-5e776ee14a79,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/862a2ff8-22ed-4598-ba7e-623d59d4ebe6,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/da7816ea-e8d7-4a9d-b1fa-ec41ae789c5d,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/f9e4ffb3-8f9e-4712-a391-87a204325ef5,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,price fixed in advance,http://eurovoc.europa.eu/2670
http://publications.europa.eu/resource/cellar/71fee2f2-f284-11e1-8e28-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financial services,http://eurovoc.europa.eu/8469
http://publications.europa.eu/resource/cellar/62e480c0-0d3c-442d-b8b4-3f8cb26fd95a,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financial statistics,http://eurovoc.europa.eu/4263
http://publications.europa.eu/resource/cellar/7057de61-05c5-4e18-8fb3-a421ed470681,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial institution|price formation|stock-exchange transaction,http://eurovoc.europa.eu/1072|http://eurovoc.europa.eu/1452|http://eurovoc.europa.eu/2150
http://publications.europa.eu/resource/cellar/b9854400-1d7c-4bc7-8a52-2dd2e7151aee,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,farm prices|reduced price,http://eurovoc.europa.eu/2639|http://eurovoc.europa.eu/2685
http://publications.europa.eu/resource/cellar/fa276e32-ddd6-415d-9b15-9fbba16174de,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/0cd9d5ad-63f3-4b9d-bb3d-0a65d027af8f,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,central bank,http://eurovoc.europa.eu/4763
http://publications.europa.eu/resource/cellar/89b70f6d-0a4c-4e8c-9580-2083791d7d27,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial market,http://eurovoc.europa.eu/1804
http://publications.europa.eu/resource/cellar/a455324d-fc96-4d64-905d-6e320526abb3,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,investment,http://eurovoc.europa.eu/1488
http://publications.europa.eu/resource/cellar/e41467b7-6480-11e2-9294-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/56a24ccf-3fb9-479e-814c-b48bf9d4d688,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/3efbcf55-a8e0-11e7-837e-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,European tax cooperation|VAT,http://eurovoc.europa.eu/4585|http://eurovoc.europa.eu/6342
http://publications.europa.eu/resource/cellar/aa47b472-8ca1-4e25-a892-a8e7efb785f4,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,interest rate subsidy|loan,http://eurovoc.europa.eu/2606|http://eurovoc.europa.eu/5023
http://publications.europa.eu/resource/cellar/145918d5-165b-486d-9287-2ab624a12b5f,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/d2b78384-9b80-11e6-868c-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,Economic and Monetary Union,http://eurovoc.europa.eu/4602
http://publications.europa.eu/resource/cellar/4d691d43-9d3f-45b2-aa24-794267098c2a,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/0db5bb9b-ca1e-428c-ac50-a031c7bf2ef6,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,banking system,http://eurovoc.europa.eu/4356
http://publications.europa.eu/resource/cellar/b179402e-1ced-4fa4-a0fc-492e19ee7270,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/bc649f70-8d3f-4fab-8456-2e1ca073de0d,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/43303f98-7837-4ffa-af48-9a9e16b2acd7,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/cbc6fd90-9ba0-4687-a47d-ad2bb3981bdc,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,interest|tax on income,http://eurovoc.europa.eu/1326|http://eurovoc.europa.eu/1476
http://publications.europa.eu/resource/cellar/bd9c5445-e77f-11e5-8a50-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financial services,http://eurovoc.europa.eu/8469
http://publications.europa.eu/resource/cellar/65b55f8c-43ab-11e2-9b3b-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,central bank,http://eurovoc.europa.eu/4763
http://publications.europa.eu/resource/cellar/3ca66cce-ba37-45e4-8e64-09bced1ab02c,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/ad291774-5084-4355-94ab-3f2bc035a251,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,issue of securities|money,http://eurovoc.europa.eu/1969|http://eurovoc.europa.eu/728
http://publications.europa.eu/resource/cellar/8bd59549-55a3-4375-82f1-28591cc02189,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/1d068c9c-fb64-4af4-adee-17a929f0894a,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/3de79732-a9d9-4a5d-936d-de0ea8f1c03b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/3ea9a857-fedf-483b-b60e-7d138fe59f23,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/6f35bb6b-a510-4336-9524-81af7f1d38f6,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,VAT|tax exemption,http://eurovoc.europa.eu/4585|http://eurovoc.europa.eu/935
http://publications.europa.eu/resource/cellar/7157c3f1-6cbe-43ac-90cb-4f533ee1f112,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,bank|financial institution,http://eurovoc.europa.eu/1452|http://eurovoc.europa.eu/4738
http://publications.europa.eu/resource/cellar/b33198a6-e9d9-4ed1-a7b9-e64aa6a9a879,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financial market,http://eurovoc.europa.eu/1804
http://publications.europa.eu/resource/cellar/cfbdfb03-ef9e-43de-991e-ac00f769357b,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,reduced price,http://eurovoc.europa.eu/2685
http://publications.europa.eu/resource/cellar/de338f3d-2e00-472c-9256-2a566c96ee8b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,price increase,http://eurovoc.europa.eu/4146
http://publications.europa.eu/resource/cellar/25a38002-c499-11e4-bbe1-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,European System of Central Banks|financial statistics,http://eurovoc.europa.eu/4263|http://eurovoc.europa.eu/5883
http://publications.europa.eu/resource/cellar/c7aceded-69b1-4301-86e0-bffff451e8d2,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financing plan,http://eurovoc.europa.eu/2394
http://publications.europa.eu/resource/cellar/f7d1a05d-17f8-4d0a-857f-83e08f24d9b1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/aa935759-eb37-4ca2-9185-870e57420b29,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,exchange rate,http://eurovoc.europa.eu/4390
http://publications.europa.eu/resource/cellar/6d332d8a-94af-49df-9df5-1a671fb97b99,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,free movement of capital,http://eurovoc.europa.eu/1630
http://publications.europa.eu/resource/cellar/b0d6e73e-720a-4370-9a4c-1a17df06840f,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financing policy,http://eurovoc.europa.eu/2466
http://publications.europa.eu/resource/cellar/d132774f-1273-4258-aa5b-75b9936a891d,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,tax exemption,http://eurovoc.europa.eu/935
http://publications.europa.eu/resource/cellar/bc7e63c7-13d5-4395-8106-103395d828da,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/b3010992-e59c-470b-bbf0-0e801afc156d,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,Economic and Monetary Union|euro area,http://eurovoc.europa.eu/4602|http://eurovoc.europa.eu/6151
http://publications.europa.eu/resource/cellar/952c7721-840e-47f1-b528-807d1ac9fbef,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,capital market|financial market|financial transaction,http://eurovoc.europa.eu/1804|http://eurovoc.europa.eu/4491|http://eurovoc.europa.eu/5156
http://publications.europa.eu/resource/cellar/af7194bd-f8ed-11e2-a22e-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,insurance company,http://eurovoc.europa.eu/34
http://publications.europa.eu/resource/cellar/5e897847-9b82-11e6-868c-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,European tax cooperation|corporation tax|double taxation,http://eurovoc.europa.eu/1331|http://eurovoc.europa.eu/504|http://eurovoc.europa.eu/6342
http://publications.europa.eu/resource/cellar/ad984d5a-867b-4264-9d05-919d778f7f0d,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,maximum price|purchase price,http://eurovoc.europa.eu/2642|http://eurovoc.europa.eu/2679
http://publications.europa.eu/resource/cellar/61d8af58-2984-4f5c-8b6f-f75b3ad4357d,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/b23ffc17-6049-4faa-ad44-53969fead6f3,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,co-financing,http://eurovoc.europa.eu/6025
http://publications.europa.eu/resource/cellar/6549917e-123e-11e4-933d-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,fixing of prices,http://eurovoc.europa.eu/1025
http://publications.europa.eu/resource/cellar/835848f5-1011-4790-a722-68126fc37151,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/ccd31733-df06-11e2-9165-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,banking policy|credit institution|financial legislation|private-sector liquidity,http://eurovoc.europa.eu/2447|http://eurovoc.europa.eu/3220|http://eurovoc.europa.eu/3246|http://eurovoc.europa.eu/560
http://publications.europa.eu/resource/cellar/7cb233b1-ad7c-4a13-87bd-9f405f4f4169,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,minimum price|purchase price,http://eurovoc.europa.eu/2642|http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/011b6c21-7c23-11e2-9294-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financial services,http://eurovoc.europa.eu/8469
http://publications.europa.eu/resource/cellar/29dc8e61-618b-4698-835a-b819b99c10b3,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financial institution,http://eurovoc.europa.eu/1452
http://publications.europa.eu/resource/cellar/e780690a-2b36-11e7-9412-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,euro area,http://eurovoc.europa.eu/6151
http://publications.europa.eu/resource/cellar/3c23a207-7c00-45a5-81ef-9cc1ef806303,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,excise duty|insurance premium,http://eurovoc.europa.eu/1015|http://eurovoc.europa.eu/2623
http://publications.europa.eu/resource/cellar/bd629602-9364-4a2d-8d8c-155c000227b1,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,reduced price,http://eurovoc.europa.eu/2685
http://publications.europa.eu/resource/cellar/108a2346-2366-469d-baa3-08e377e8e1ad,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/0c8127b0-58e6-11e3-a8cb-01aa75ed71a1,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,tax exemption,http://eurovoc.europa.eu/935
http://publications.europa.eu/resource/cellar/d57aac83-c83d-4f82-829b-63dc4e608a60,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,financial statistics,http://eurovoc.europa.eu/4263
http://publications.europa.eu/resource/cellar/97e77c4c-b225-41e7-87b3-769beb779f68,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,euro area,http://eurovoc.europa.eu/6151
http://publications.europa.eu/resource/cellar/56073268-ca85-499d-b4c5-4412606d7874,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financing plan,http://eurovoc.europa.eu/2394
http://publications.europa.eu/resource/cellar/5a3c9235-0bcb-4c6a-ac56-b9c5e2534383,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,investment protection,http://eurovoc.europa.eu/1132
http://publications.europa.eu/resource/cellar/c009ce01-7a0f-47f2-be6e-b33b70e8515a,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,capital market|financial transaction,http://eurovoc.europa.eu/4491|http://eurovoc.europa.eu/5156
http://publications.europa.eu/resource/cellar/ff3c05a0-2375-4f9d-aa7a-de6d9e95eb46,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,price fixed in advance,http://eurovoc.europa.eu/2670
http://publications.europa.eu/resource/cellar/fe6c35f1-8731-42d6-aa7b-58ca32106f60,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,indebtedness,http://eurovoc.europa.eu/742
http://publications.europa.eu/resource/cellar/df0bc660-c243-4ec8-b932-8db4f8e8fcbf,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/c2ee9f3d-ce71-478a-813d-6aa74d56a5a4,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,bank,http://eurovoc.europa.eu/4738
http://publications.europa.eu/resource/cellar/7753cb41-864b-4b69-855a-fec12c481946,ENG,html,http://publications.europa.eu/ontology/cdm#guideline_ecb,Economic and Monetary Union|central bank|financial legislation,http://eurovoc.europa.eu/4602|http://eurovoc.europa.eu/4763|http://eurovoc.europa.eu/560
http://publications.europa.eu/resource/cellar/284f6b64-5467-4a21-8e03-139d7626e3f4,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,price index|representative market price,http://eurovoc.europa.eu/1354|http://eurovoc.europa.eu/2689
http://publications.europa.eu/resource/cellar/08e7e6c0-6a8f-4d63-a050-296278b745e7,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,euro area,http://eurovoc.europa.eu/6151
http://publications.europa.eu/resource/cellar/828cbb47-3e63-4f19-8fb2-542ca9dde848,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,world market price,http://eurovoc.europa.eu/2668
http://publications.europa.eu/resource/cellar/cd14f373-cc9c-43f0-a3e8-99daa6f42738,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/0d192e3d-c8f7-11e6-ad7c-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/b2207fee-e543-11e2-9165-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,tax exemption|venture capital,http://eurovoc.europa.eu/5157|http://eurovoc.europa.eu/935
http://publications.europa.eu/resource/cellar/401f5632-0995-11e4-a7d0-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,bank deposit|credit|financial institution|financial statistics|interest,http://eurovoc.europa.eu/1452|http://eurovoc.europa.eu/1476|http://eurovoc.europa.eu/285|http://eurovoc.europa.eu/408|http://eurovoc.europa.eu/4263
http://publications.europa.eu/resource/cellar/a3b51897-cfdb-11e5-a4b5-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financial instrument|financial legislation,http://eurovoc.europa.eu/1459|http://eurovoc.europa.eu/560
http://publications.europa.eu/resource/cellar/4734d601-b2be-441b-8734-44aca8028761,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price|producer price,http://eurovoc.europa.eu/2635|http://eurovoc.europa.eu/2638
http://publications.europa.eu/resource/cellar/b3ab365c-b081-4397-8979-1b30ce88b718,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/bd71657d-42ee-4899-91ea-b3850f13479a,ENG,html,http://publications.europa.eu/ontology/cdm#decision,co-financing,http://eurovoc.europa.eu/6025
http://publications.europa.eu/resource/cellar/583bcc0f-4935-477a-bfa5-3a754523d817,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/39e77124-b3d5-43fe-82bb-f662f610dcd7,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/bf3c5006-58e6-11e3-a8cb-01aa75ed71a1,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,corporation tax|double taxation,http://eurovoc.europa.eu/1331|http://eurovoc.europa.eu/504
http://publications.europa.eu/resource/cellar/7789ee03-25d7-4965-87d5-3a4317644d1c,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/ed2afe92-fd9c-456f-bc3a-9c2904384fc6,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,financing policy,http://eurovoc.europa.eu/2466
http://publications.europa.eu/resource/cellar/83036fcc-d9f6-4d45-a492-5a1869f38d1d,ENG,html,http://publications.europa.eu/ontology/cdm#decision,issue of securities|paper money,http://eurovoc.europa.eu/1972|http://eurovoc.europa.eu/728
http://publications.europa.eu/resource/cellar/e93037fa-fccb-4363-8905-ed2a3e0a01df,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financing plan,http://eurovoc.europa.eu/2394
http://publications.europa.eu/resource/cellar/dc6fb8a2-611d-416c-b531-461f32484246,ENG,html,http://publications.europa.eu/ontology/cdm#directive,VAT|excise duty,http://eurovoc.europa.eu/1015|http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/25d44864-0b0c-4f2e-a833-e49b2a88e54a,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial institution|loan,http://eurovoc.europa.eu/1452|http://eurovoc.europa.eu/2606
http://publications.europa.eu/resource/cellar/5b13e792-ee47-4c7f-8200-b9586bd048be,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financing plan,http://eurovoc.europa.eu/2394
http://publications.europa.eu/resource/cellar/a464fcf6-aa33-41df-88ab-1ff0cb416b11,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial institution|financial transaction,http://eurovoc.europa.eu/1452|http://eurovoc.europa.eu/4491
http://publications.europa.eu/resource/cellar/b44d8af6-d42d-4895-b207-ad46b631a97f,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/d2f03985-f5c4-11e2-a22e-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,capital movement,http://eurovoc.europa.eu/2002
http://publications.europa.eu/resource/cellar/9ac795d7-86a6-4e15-b5ce-cc56ee1a9535,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,central bank,http://eurovoc.europa.eu/4763
http://publications.europa.eu/resource/cellar/29030ead-8ffa-4b55-a012-cc786ee08f67,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,national currency,http://eurovoc.europa.eu/1974
http://publications.europa.eu/resource/cellar/a75395b0-b8f5-4d77-8784-8d623e9952b3,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/217dd6b3-d347-11e2-bfa7-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/91a7c877-adb5-417f-8632-2d50b4825b25,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,export tax,http://eurovoc.europa.eu/4399
http://publications.europa.eu/resource/cellar/db76cd69-64a4-4447-971a-8aec9a89dcee,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,capital movement|euro area,http://eurovoc.europa.eu/2002|http://eurovoc.europa.eu/6151
http://publications.europa.eu/resource/cellar/793ebc14-b231-4e4c-8a58-587297da408e,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/8cc3076b-17ed-4230-a7db-c69aac464481,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,credit institution|insurance company|securities,http://eurovoc.europa.eu/3246|http://eurovoc.europa.eu/34|http://eurovoc.europa.eu/4646
http://publications.europa.eu/resource/cellar/e29671ed-dae9-473b-bb78-08be0f68c6d8,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,stamp duty,http://eurovoc.europa.eu/4401
http://publications.europa.eu/resource/cellar/663e0beb-4c9d-4095-b1e5-f8832f8a8458,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,fixing of prices|minimum price|selling price,http://eurovoc.europa.eu/1025|http://eurovoc.europa.eu/2664|http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/bc2cc55d-f395-41a5-98c6-0936073b4a3b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/e41980fb-1d79-4f6e-b868-0521e0a2dae2,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,fixing of prices|minimum price|selling price,http://eurovoc.europa.eu/1025|http://eurovoc.europa.eu/2664|http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/5e670310-baad-434b-abab-fd3746299d61,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,credit institution|insurance company,http://eurovoc.europa.eu/3246|http://eurovoc.europa.eu/34
