cellarURIs,lang,mtypes,workTypes,subjects,subject_ids
http://publications.europa.eu/resource/cellar/4b4fbff8-9356-45c8-82fc-93a863e13f7a,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,co-financing,http://eurovoc.europa.eu/6025
http://publications.europa.eu/resource/cellar/1318d882-fc53-41cf-800f-194626d40cfd,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/4394310f-5815-4ea5-9238-0adf99d5ae82,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,insurance claim|insurance company|insurance occupation|reinsurance,http://eurovoc.europa.eu/2906|http://eurovoc.europa.eu/34|http://eurovoc.europa.eu/3590|http://eurovoc.europa.eu/4166
http://publications.europa.eu/resource/cellar/e9e2ab70-11e5-48b3-bc16-4f2938a68efb,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,exchange rate,http://eurovoc.europa.eu/4390
http://publications.europa.eu/resource/cellar/a00c0c7d-dab9-46d3-89cc-b99a9df35278,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,world market price,http://eurovoc.europa.eu/2668
http://publications.europa.eu/resource/cellar/88682a03-77a2-47ef-afb7-3144f7214baa,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,central bank,http://eurovoc.europa.eu/4763
http://publications.europa.eu/resource/cellar/68097a85-4381-11e2-9b3b-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financing,http://eurovoc.europa.eu/1000
http://publications.europa.eu/resource/cellar/55758fd4-fce7-478a-b6a8-c6e96ebe24f4,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,interest|interest rate subsidy,http://eurovoc.europa.eu/1476|http://eurovoc.europa.eu/5023
http://publications.europa.eu/resource/cellar/2d388e14-7287-459c-83a7-e02316df7995,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,fixing of prices|producer price,http://eurovoc.europa.eu/1025|http://eurovoc.europa.eu/2638
http://publications.europa.eu/resource/cellar/78cc42c2-1038-4ca6-aa56-1f632536ef2f,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/7af46d6a-0139-43e7-9ade-2b56a54b3e89,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/d783235e-bd00-48d6-b4ba-d8a7466d150e,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/1cc311dc-d06e-4155-89de-41b349e4d10a,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT rate,http://eurovoc.europa.eu/4392
http://publications.europa.eu/resource/cellar/987081d5-9c30-4a7b-b2e3-679816f5959f,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/6340ce95-8f06-4236-b3fc-1fadefec57c9,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/c55cf037-58b7-4fe7-a3ab-1053677379b4,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/bd65b554-0b13-41d8-b733-f2bd3855df3a,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,additional duty|representative price,http://eurovoc.europa.eu/2687|http://eurovoc.europa.eu/4329
http://publications.europa.eu/resource/cellar/e1c13bfb-9f89-11e3-8b87-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,paper money,http://eurovoc.europa.eu/1972
http://publications.europa.eu/resource/cellar/37646507-bd2d-4cdb-9515-bbfdb356bddd,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/d6acc94b-87d3-4563-9e81-910cabf9f115,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/b6d772da-1d52-40f6-9120-e1378dc1f5b6,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/dd15e0ee-2724-44cf-9359-2f19dfb629e7,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,farm prices|world market price,http://eurovoc.europa.eu/2639|http://eurovoc.europa.eu/2668
http://publications.europa.eu/resource/cellar/cbc42742-771c-490b-bfdb-3facd85f5f14,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,credit guarantee,http://eurovoc.europa.eu/1130
http://publications.europa.eu/resource/cellar/d72e1961-0022-43c2-bb29-e251cc8daac6,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/a9094893-81b7-463b-af37-106c5df48c86,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/24b9c4b8-bdb2-11e4-bbe1-01aa75ed71a1,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,bank,http://eurovoc.europa.eu/4738
http://publications.europa.eu/resource/cellar/c7db7438-0404-4cca-8005-d904e023fcd7,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,common price policy|selling price,http://eurovoc.europa.eu/2456|http://eurovoc.europa.eu/2664
http://publications.europa.eu/resource/cellar/741c9714-9dcd-43d0-a13e-dd8f0728d340,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,investment|securities,http://eurovoc.europa.eu/1488|http://eurovoc.europa.eu/4646
http://publications.europa.eu/resource/cellar/5d7c9fe8-a4f3-443e-9dd6-9798b92ded2b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/6d164d49-46e8-4860-9e3d-2ca9fa70aa7f,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial market,http://eurovoc.europa.eu/1804
http://publications.europa.eu/resource/cellar/d0114c2d-d4f5-11e7-a5b9-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,investment,http://eurovoc.europa.eu/1488
http://publications.europa.eu/resource/cellar/88aa8bc0-f9d2-4a8b-8aad-b0500c1d5ed8,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/81129b00-123e-11e4-933d-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,fixing of prices,http://eurovoc.europa.eu/1025
http://publications.europa.eu/resource/cellar/b93ac053-db5b-48ef-aa91-1647805ad3e2,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financing method,http://eurovoc.europa.eu/1952
http://publications.europa.eu/resource/cellar/225c938d-eeff-4be4-b8dc-567908d9d192,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,stock-exchange listing,http://eurovoc.europa.eu/248
http://publications.europa.eu/resource/cellar/cb99a5c3-66f6-46ab-9111-da1e244ca573,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/3ff817a4-0e87-45b9-a8db-aad78146ff3b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,exchange rate,http://eurovoc.europa.eu/4390
http://publications.europa.eu/resource/cellar/2f78a41e-7b01-11e9-9f05-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,microloan,http://eurovoc.europa.eu/6713
http://publications.europa.eu/resource/cellar/3aea5b26-1a02-43f6-800a-f5153015bb89,ENG,html,http://publications.europa.eu/ontology/cdm#decision,credit guarantee,http://eurovoc.europa.eu/1130
http://publications.europa.eu/resource/cellar/329c07fa-3cea-4a7c-9218-ca8fb49348dc,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/0227a8a3-761e-4398-9667-047c53c1d192,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,maximum price|purchase price,http://eurovoc.europa.eu/2642|http://eurovoc.europa.eu/2679
http://publications.europa.eu/resource/cellar/356fabdc-f1fa-43ea-949b-b51bd818cfa2,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial institution,http://eurovoc.europa.eu/1452
http://publications.europa.eu/resource/cellar/d1e0393a-767e-4717-9013-4961f8deae0a,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,market prices,http://eurovoc.europa.eu/2656
http://publications.europa.eu/resource/cellar/68001462-be09-4aa0-b0e2-56b5ba46fa52,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,euro area|money,http://eurovoc.europa.eu/1969|http://eurovoc.europa.eu/6151
http://publications.europa.eu/resource/cellar/b346b21c-d82f-4a3b-bbf0-b985193d8f50,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial agreement,http://eurovoc.europa.eu/3186
http://publications.europa.eu/resource/cellar/57b8630d-b53b-47d3-a335-88818590ecb2,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,exchange rate,http://eurovoc.europa.eu/4390
http://publications.europa.eu/resource/cellar/a06d43f5-d47a-4538-b5a8-1153aa1d9d2b,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financing plan,http://eurovoc.europa.eu/2394
http://publications.europa.eu/resource/cellar/ac3aa9f6-6a97-42ca-9ad7-23ebffd6e8aa,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,share,http://eurovoc.europa.eu/5362
http://publications.europa.eu/resource/cellar/5fa7ad67-f22a-4d73-aea2-2edd1f0a2933,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,money laundering,http://eurovoc.europa.eu/5465
http://publications.europa.eu/resource/cellar/3e4143df-de38-4b82-b3f1-e6d42b3d2960,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/40c9a1f1-e4d1-4905-9200-b88ccccea94f,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/b0d150c6-057b-4919-b2f5-621cc18ceb7a,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial statistics,http://eurovoc.europa.eu/4263
http://publications.europa.eu/resource/cellar/91e02fd5-f18a-4521-98ed-ff0dcf4b0f34,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/9ca299a9-2808-11e6-b616-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/90f9f987-064c-49a0-8e38-1fde580f8ace,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,import tax,http://eurovoc.europa.eu/4400
http://publications.europa.eu/resource/cellar/6b750df2-c0c0-4ab9-a642-fc0a9a3f35f1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/8d0c1015-6452-4779-b477-c2ad884f8636,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/b48752d4-7856-409d-b177-bd4072bebddb,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financial institution,http://eurovoc.europa.eu/1452
http://publications.europa.eu/resource/cellar/dfb613bc-649a-4985-a3d4-b76989530829,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/459fa434-c172-11e4-bbe1-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,fixing of prices,http://eurovoc.europa.eu/1025
http://publications.europa.eu/resource/cellar/9a9077a9-bb3d-40f2-8ab8-8b0575a75b44,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,capital market|financial legislation|financial statistics|investment promotion|venture capital,http://eurovoc.europa.eu/2805|http://eurovoc.europa.eu/4263|http://eurovoc.europa.eu/5156|http://eurovoc.europa.eu/5157|http://eurovoc.europa.eu/560
http://publications.europa.eu/resource/cellar/0e664a76-1d1f-4197-bf43-67f6ea3894c8,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/9b19281d-510d-4ccc-a007-be7829eda3de,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/b1b050ed-9267-452f-b7a0-77fccafa0e87,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/3578fdc1-400e-4f53-b1e9-c325ec8743b2,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/7bafae55-d5b4-11e7-a506-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,European tax cooperation|VAT,http://eurovoc.europa.eu/4585|http://eurovoc.europa.eu/6342
http://publications.europa.eu/resource/cellar/3562c2f9-c0b0-4aae-b11e-7d389e9beca4,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/86e5d009-fb41-11e2-a352-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/75cefec5-b644-4380-82f4-293b20b67928,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/b4aa2d31-34d6-4d58-bcbf-f249452b0141,ENG,html,http://publications.europa.eu/ontology/cdm#decision,financial statistics,http://eurovoc.europa.eu/4263
http://publications.europa.eu/resource/cellar/08f43874-d9ef-40a3-8712-613d3cd1088b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,insurance premium,http://eurovoc.europa.eu/2623
http://publications.europa.eu/resource/cellar/e92843f4-dd2c-446e-8e73-6eab56523534,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/5f675a8e-19e9-11e3-8d1c-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/2f2e73e3-b92d-444e-b69e-3c4ac994d0b5,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/729c7606-0db4-4a5c-9562-74c13b8bf0a4,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/964272d4-d894-473e-afe3-c766fc6475f3,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/04b069c1-7781-42ec-b0e5-bf525100c15e,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,fixing of prices,http://eurovoc.europa.eu/1025
http://publications.europa.eu/resource/cellar/b56b07d9-ee8c-4b39-b8d9-735e41955f70,ENG,html,http://publications.europa.eu/ontology/cdm#directive,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/10e2b54f-eee1-4c4c-baa7-c3d24b4fd45c,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,loan,http://eurovoc.europa.eu/2606
http://publications.europa.eu/resource/cellar/594ce96c-0c49-43e3-a1e4-255ca16f4392,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,banking secrecy,http://eurovoc.europa.eu/3994
http://publications.europa.eu/resource/cellar/8bc59c1b-8d59-4c2c-ac22-c84111117287,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,stock-exchange listing,http://eurovoc.europa.eu/248
http://publications.europa.eu/resource/cellar/906a5250-33cf-11e2-84d0-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/01fda213-efbb-4532-a708-16c51ba707ec,ENG,html,http://publications.europa.eu/ontology/cdm#decision,share,http://eurovoc.europa.eu/5362
http://publications.europa.eu/resource/cellar/49844a46-2c79-4ac0-83cd-0d7133ec6bd0,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/b3e1bcd4-1f85-4ea2-9e3d-222e62877fa6,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/5aba9989-c92b-4aa7-8b9a-379cfb55963e,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/2fdad4e7-51f6-4912-87c6-6dc9f7b7cb6a,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,corporation tax|interest|tax on income,http://eurovoc.europa.eu/1326|http://eurovoc.europa.eu/1331|http://eurovoc.europa.eu/1476
http://publications.europa.eu/resource/cellar/4d1e2fbd-e603-4e6d-aa32-af6eee3066ce,ENG,html,http://publications.europa.eu/ontology/cdm#directive,VAT|redemption,http://eurovoc.europa.eu/3263|http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/7392b8dc-74d2-4ad5-8103-cedf82ae9d74,ENG,html,http://publications.europa.eu/ontology/cdm#decision,tax exemption,http://eurovoc.europa.eu/935
http://publications.europa.eu/resource/cellar/abc671ca-2830-4cb3-be27-42ee0087db1e,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,excise duty|tax exemption,http://eurovoc.europa.eu/1015|http://eurovoc.europa.eu/935
http://publications.europa.eu/resource/cellar/5c862540-b65e-4165-8b15-660e2856fd66,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/b77bc0ec-cd9d-42bd-9dad-e03705be2944,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/2f3be8c8-31eb-44c8-8695-1d73dddaed22,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/d52374dc-9d19-11e2-ab01-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financial services|insurance|venture capital,http://eurovoc.europa.eu/3151|http://eurovoc.europa.eu/5157|http://eurovoc.europa.eu/8469
http://publications.europa.eu/resource/cellar/b478101d-944b-4735-a6ed-8dff920d112d,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/ad5ce71a-bfda-417a-8655-95420d459dbc,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,European System of Central Banks|financial institution|financial statistics,http://eurovoc.europa.eu/1452|http://eurovoc.europa.eu/4263|http://eurovoc.europa.eu/5883
http://publications.europa.eu/resource/cellar/882f0796-c44f-11e2-ab01-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/7773057d-65d4-43c3-91b5-93ec696ec51d,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,investment project,http://eurovoc.europa.eu/2798
http://publications.europa.eu/resource/cellar/f197f42e-bae7-4712-b289-26f6aac975bd,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,foreign capital,http://eurovoc.europa.eu/5240
http://publications.europa.eu/resource/cellar/84ec754a-ae91-444f-9569-99fa1c60b8bf,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financial instrument|investment,http://eurovoc.europa.eu/1459|http://eurovoc.europa.eu/1488
http://publications.europa.eu/resource/cellar/4fbcec7f-7922-49f6-a394-b48712236c21,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,post office financial services,http://eurovoc.europa.eu/4118
http://publications.europa.eu/resource/cellar/04e123b2-3684-44bb-aa02-066b7d2bbefe,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financing,http://eurovoc.europa.eu/1000
http://publications.europa.eu/resource/cellar/91f6011f-fba2-44dd-962e-e6823dab3738,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,fixing of prices|prices policy|representative market price,http://eurovoc.europa.eu/1025|http://eurovoc.europa.eu/2489|http://eurovoc.europa.eu/2689
http://publications.europa.eu/resource/cellar/32164e24-5449-4774-895c-4b9b80b670d7,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/483b181d-ce09-4c37-b07e-dea6e5efaa70,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,world market price,http://eurovoc.europa.eu/2668
http://publications.europa.eu/resource/cellar/25cbb309-bb49-4fe8-b472-70a64ea94a3b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/dc853dfc-9c55-435d-8945-a194883a8fa5,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/1b559de4-30b0-11e3-8d1c-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/c52b8760-f14b-4b1d-86ca-d0c83f755132,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,export tax,http://eurovoc.europa.eu/4399
http://publications.europa.eu/resource/cellar/53e65927-9c41-473d-a0a9-e61e3413e44a,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,minimum price,http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/5e6260fd-1a67-48de-92ba-0f35f1c8707e,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial policy,http://eurovoc.europa.eu/2502
http://publications.europa.eu/resource/cellar/6b23b397-df03-4614-9d86-a5b7be39f917,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/90d146c2-3b5c-4ae0-bd36-d94d5e70e769,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,fixing of prices,http://eurovoc.europa.eu/1025
http://publications.europa.eu/resource/cellar/0c6214b2-a934-4225-a8b2-ff11bdac8d1a,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,financing,http://eurovoc.europa.eu/1000
http://publications.europa.eu/resource/cellar/57f407c9-3b2a-46b8-9cbf-e1c9b98429bf,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/bab9bbfb-ce50-4cde-8b10-5fd79cb40837,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,import price,http://eurovoc.europa.eu/2635
http://publications.europa.eu/resource/cellar/1b430aef-fff9-439c-b4ed-ea5c474354ea,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,representative price,http://eurovoc.europa.eu/2687
http://publications.europa.eu/resource/cellar/ef091b80-9095-4a03-93e7-5a7189acd3b5,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,financing method,http://eurovoc.europa.eu/1952
http://publications.europa.eu/resource/cellar/29d4e543-d57a-11e1-905c-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#decision,financial transaction,http://eurovoc.europa.eu/4491
http://publications.europa.eu/resource/cellar/3fa106ee-fbbc-4704-835f-deabd8c175b2,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,motor vehicle insurance,http://eurovoc.europa.eu/3303
http://publications.europa.eu/resource/cellar/8d1c27df-44f2-459f-92c8-570b3a118b9e,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/c9552621-ccb6-4649-8be4-4d57f68e7189,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,conversion rate|national currency,http://eurovoc.europa.eu/1974|http://eurovoc.europa.eu/6335
http://publications.europa.eu/resource/cellar/7a2fa2b2-0719-482e-b606-ea984096d619,ENG,html,http://publications.europa.eu/ontology/cdm#regulation,purchase price,http://eurovoc.europa.eu/2642
http://publications.europa.eu/resource/cellar/6ba9e0ba-fc39-11e7-b8f5-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,VAT rate,http://eurovoc.europa.eu/4392
http://publications.europa.eu/resource/cellar/146aa1ea-c030-481a-bedc-5b3765b2b722,ENG,html,http://publications.europa.eu/ontology/cdm#decision,VAT,http://eurovoc.europa.eu/4585
http://publications.europa.eu/resource/cellar/3fa3e5aa-f686-4d42-968d-9a62cd2da929,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,foreign capital,http://eurovoc.europa.eu/5240
http://publications.europa.eu/resource/cellar/7c461b99-5257-4982-825f-840d94525fdc,ENG,html,http://publications.europa.eu/ontology/cdm#decision,excise duty,http://eurovoc.europa.eu/1015
http://publications.europa.eu/resource/cellar/a5657846-0373-4fb9-8c8e-8771650e1818,ENG,html,http://publications.europa.eu/ontology/cdm#decision,bank,http://eurovoc.europa.eu/4738
http://publications.europa.eu/resource/cellar/c0dcd367-2de0-411f-b430-03cfceeb7c4b,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,minimum price|selling price,http://eurovoc.europa.eu/2664|http://eurovoc.europa.eu/2681
http://publications.europa.eu/resource/cellar/a1b82c75-b15f-11e6-871e-01aa75ed71a1,ENG,xhtml,http://publications.europa.eu/ontology/cdm#act_preparatory,bank|financial legislation|financial services|financing policy|investment|law of banking,http://eurovoc.europa.eu/1488|http://eurovoc.europa.eu/2466|http://eurovoc.europa.eu/4738|http://eurovoc.europa.eu/521|http://eurovoc.europa.eu/560|http://eurovoc.europa.eu/8469
http://publications.europa.eu/resource/cellar/1561180c-ab28-4331-8fb9-6eadac52a641,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,world market price,http://eurovoc.europa.eu/2668
http://publications.europa.eu/resource/cellar/6f493a45-c739-43d0-8880-43a44aaaeaa8,ENG,html,http://publications.europa.eu/ontology/cdm#act_preparatory,financial instrument,http://eurovoc.europa.eu/1459
http://publications.europa.eu/resource/cellar/fc2e9740-639f-4c71-87ea-28d0e433abd8,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,capital market,http://eurovoc.europa.eu/5156
http://publications.europa.eu/resource/cellar/c6c915a8-f27e-4495-951c-9115244e7f8e,ENG,xhtml,http://publications.europa.eu/ontology/cdm#regulation,foreign capital,http://eurovoc.europa.eu/5240
